"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"US000","1","1025","13","0","2026","1","",1511,421977,419424,418979,13083353275,0,0,2395,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",53,3.6,-27088,-6.0,-28710,-6.4,-26033,-5.8,-73274946,-0.6,0,0.0,0,0.0,133,5.9
"US000","1","1026","13","0","2026","1","",1419,41934,41796,41881,720524257,0,0,1324,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-6,-0.4,-3225,-7.1,-3649,-8.0,-3675,-8.1,7023459,1.0,0,0.0,0,0.0,115,9.5
"US000","1","1027","13","0","2026","1","",158,3498,3482,3471,69300474,0,0,1530,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-8,-4.8,-1544,-30.6,-1551,-30.8,-1511,-30.3,-17555491,-20.2,0,0.0,0,0.0,199,15.0
"US000","1","1028","13","0","2026","1","",24076,1478946,1479310,1460025,48781327133,0,0,2548,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-591,-2.4,-211893,-12.5,-206305,-12.2,-219149,-13.1,-1756418358,-3.5,0,0.0,0,0.0,241,10.4
"US000","1","1029","13","0","2026","1","",4,3,5,5,115402,0,0,2049,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",2,100.0,0,0.0,2,66.7,1,25.0,11513,11.1,0,0.0,0,0.0,-348,-14.5
"US000","1","11","14","0","2026","1","",73,2559,2598,2846,68658874,0,0,1980,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-2,-2.7,-559,-17.9,-519,-16.7,-490,-14.7,-7089064,-9.4,0,0.0,0,0.0,154,8.4
"US000","1","111","15","0","2026","1","",1,3,3,3,106571,0,0,2733,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-50.0,1,50.0,1,50.0,1,50.0,29540,38.3,0,0.0,0,0.0,-230,-7.8
"US000","1","1111","16","0","2026","1","",1,3,3,3,106571,0,0,2733,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-50.0,1,50.0,1,50.0,1,50.0,29540,38.3,0,0.0,0,0.0,-230,-7.8
"US000","1","11111","17","0","2026","1","",1,3,3,3,106571,0,0,2733,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-50.0,1,50.0,1,50.0,1,50.0,29540,38.3,0,0.0,0,0.0,-230,-7.8
"US000","1","111110","18","0","2026","1","",1,3,3,3,106571,0,0,2733,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-50.0,1,50.0,1,50.0,1,50.0,29540,38.3,0,0.0,0,0.0,-230,-7.8
"US000","1","112","15","0","2026","1","",2,14,13,13,310813,0,0,1793,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-5,-26.3,-6,-31.6,-6,-31.6,-24100,-7.2,0,0.0,0,0.0,437,32.2
"US000","1","1125","16","0","2026","1","",2,14,13,13,310813,0,0,1793,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-5,-26.3,-6,-31.6,-6,-31.6,-24100,-7.2,0,0.0,0,0.0,437,32.2
"US000","1","11251","17","0","2026","1","",2,14,13,13,310813,0,0,1793,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-5,-26.3,-6,-31.6,-6,-31.6,-24100,-7.2,0,0.0,0,0.0,437,32.2
"US000","1","112511","18","0","2026","1","",2,14,13,13,310813,0,0,1793,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-5,-26.3,-6,-31.6,-6,-31.6,-24100,-7.2,0,0.0,0,0.0,437,32.2
"US000","1","113","15","0","2026","1","",69,2535,2575,2824,68161668,0,0,1983,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-1.4,-555,-18.0,-513,-16.6,-485,-14.7,-7101423,-9.4,0,0.0,0,0.0,152,8.3
"US000","1","1131","16","0","2026","1","",69,2535,2575,2824,68161668,0,0,1983,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-1.4,-555,-18.0,-513,-16.6,-485,-14.7,-7101423,-9.4,0,0.0,0,0.0,152,8.3
"US000","1","11311","17","0","2026","1","",69,2535,2575,2824,68161668,0,0,1983,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-1.4,-555,-18.0,-513,-16.6,-485,-14.7,-7101423,-9.4,0,0.0,0,0.0,152,8.3
"US000","1","113110","18","0","2026","1","",69,2535,2575,2824,68161668,0,0,1983,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-1.4,-555,-18.0,-513,-16.6,-485,-14.7,-7101423,-9.4,0,0.0,0,0.0,152,8.3
"US000","1","114","15","0","2026","1","",1,7,7,6,79822,0,0,921,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,0,0.0,-1,-12.5,0,0.0,6919,9.5,0,0.0,0,0.0,120,15.0
"US000","1","1142","16","0","2026","1","",1,7,7,6,79822,0,0,921,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,0,0.0,-1,-12.5,0,0.0,6919,9.5,0,0.0,0,0.0,120,15.0
"US000","1","11421","17","0","2026","1","",1,7,7,6,79822,0,0,921,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,0,0.0,-1,-12.5,0,0.0,6919,9.5,0,0.0,0,0.0,120,15.0
"US000","1","114210","18","0","2026","1","",1,7,7,6,79822,0,0,921,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,0,0.0,-1,-12.5,0,0.0,6919,9.5,0,0.0,0,0.0,120,15.0
"US000","1","22","14","0","2026","1","",195,9077,9115,9147,334311505,0,0,2822,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-18,-8.5,-864,-8.7,-842,-8.5,-791,-8.0,-9247709,-2.7,0,0.0,0,0.0,165,6.2
"US000","1","221","15","0","2026","1","",195,9077,9115,9147,334311505,0,0,2822,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-18,-8.5,-864,-8.7,-842,-8.5,-791,-8.0,-9247709,-2.7,0,0.0,0,0.0,165,6.2
"US000","1","2211","16","0","2026","1","",190,8530,8568,8599,313925124,0,0,2819,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-18,-8.7,-645,-7.0,-637,-6.9,-578,-6.3,-9071259,-2.8,0,0.0,0,0.0,114,4.2
"US000","1","22111","17","0","2026","1","",79,5708,5723,5741,205860521,0,0,2766,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-13,-14.1,-409,-6.7,-413,-6.7,-382,-6.2,-8851996,-4.1,0,0.0,0,0.0,70,2.6
"US000","1","221111","18","0","2026","1","",63,1621,1625,1635,58029874,0,0,2744,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-15,-19.2,-168,-9.4,-177,-9.8,-163,-9.1,-2761876,-4.5,0,0.0,0,0.0,141,5.4
"US000","1","221112","18","0","2026","1","",13,947,968,974,35165517,0,0,2809,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",3,30.0,-55,-5.5,-39,-3.9,-34,-3.4,-328706,-0.9,0,0.0,0,0.0,94,3.5
"US000","1","221113","18","0","2026","1","",3,3140,3130,3132,112665130,0,0,2765,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-25.0,-186,-5.6,-197,-5.9,-185,-5.6,-5761414,-4.9,0,0.0,0,0.0,24,0.9
"US000","1","22112","17","0","2026","1","",111,2822,2845,2858,108064603,0,0,2925,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-5,-4.3,-236,-7.7,-224,-7.3,-196,-6.4,-219263,-0.2,0,0.0,0,0.0,203,7.5
"US000","1","221121","18","0","2026","1","",79,2195,2204,2211,85694012,0,0,2992,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-6,-7.1,-197,-8.2,-186,-7.8,-165,-6.9,-619588,-0.7,0,0.0,0,0.0,209,7.5
"US000","1","221122","18","0","2026","1","",32,627,641,647,22370591,0,0,2696,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",1,3.2,-39,-5.9,-38,-5.6,-31,-4.6,400325,1.8,0,0.0,0,0.0,190,7.6
"US000","1","2213","16","0","2026","1","",5,547,547,548,20386381,0,0,2865,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-219,-28.6,-205,-27.3,-213,-28.0,-176450,-0.9,0,0.0,0,0.0,783,37.6
"US000","1","22131","17","0","2026","1","",5,547,547,548,20386381,0,0,2865,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-219,-28.6,-205,-27.3,-213,-28.0,-176450,-0.9,0,0.0,0,0.0,783,37.6
"US000","1","221310","18","0","2026","1","",5,547,547,548,20386381,0,0,2865,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-219,-28.6,-205,-27.3,-213,-28.0,-176450,-0.9,0,0.0,0,0.0,783,37.6
"US000","1","23","14","0","2026","1","",4,25,25,26,836352,0,0,2540,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,0,0.0,0,0.0,1,4.0,53500,6.8,0,0.0,0,0.0,131,5.4
"US000","1","237","15","0","2026","1","",4,25,25,26,836352,0,0,2540,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,0,0.0,0,0.0,1,4.0,53500,6.8,0,0.0,0,0.0,131,5.4
"US000","1","2371","16","0","2026","1","",4,25,25,26,836352,0,0,2540,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,0,0.0,0,0.0,1,4.0,53500,6.8,0,0.0,0,0.0,131,5.4
"US000","1","23713","17","0","2026","1","",4,25,25,26,836352,0,0,2540,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,0,0.0,0,0.0,1,4.0,53500,6.8,0,0.0,0,0.0,131,5.4
"US000","1","237130","18","0","2026","1","",4,25,25,26,836352,0,0,2540,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,0,0.0,0,0.0,1,4.0,53500,6.8,0,0.0,0,0.0,131,5.4
"US000","1","31-33","14","0","2026","1","",86,46518,45985,45850,1549131280,0,0,2584,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-1.1,-3359,-6.7,-3889,-7.8,-3811,-7.7,214325790,16.1,0,0.0,0,0.0,522,25.3
"US000","1","323","15","0","2026","1","",50,2472,2427,2436,85996761,0,0,2706,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-259,-9.5,-291,-10.7,-309,-11.3,-7525956,-8.0,0,0.0,0,0.0,72,2.7
"US000","1","3231","16","0","2026","1","",50,2472,2427,2436,85996761,0,0,2706,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-259,-9.5,-291,-10.7,-309,-11.3,-7525956,-8.0,0,0.0,0,0.0,72,2.7
"US000","1","32311","17","0","2026","1","",50,2472,2427,2436,85996761,0,0,2706,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-259,-9.5,-291,-10.7,-309,-11.3,-7525956,-8.0,0,0.0,0,0.0,72,2.7
"US000","1","323111","18","0","2026","1","",25,925,900,893,33928963,0,0,2881,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-240,-20.6,-249,-21.7,-280,-23.9,-8449525,-19.9,0,0.0,0,0.0,76,2.7
"US000","1","323117","18","0","2026","1","",25,1547,1527,1543,52067798,0,0,2602,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-19,-1.2,-42,-2.7,-29,-1.8,923569,1.8,0,0.0,0,0.0,95,3.8
"US000","1","332","15","0","2026","1","",4,3326,3220,3206,78459847,0,0,1857,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-20.0,-889,-21.1,-976,-23.3,-963,-23.1,-16173954,-17.1,0,0.0,0,0.0,121,7.0
"US000","1","3321","16","0","2026","1","",1,236,238,235,9686281,0,0,3153,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-87,-26.9,-84,-26.1,-85,-26.6,-3597173,-27.1,0,0.0,0,0.0,-24,-0.8
"US000","1","33211","17","0","2026","1","",1,236,238,235,9686281,0,0,3153,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-87,-26.9,-84,-26.1,-85,-26.6,-3597173,-27.1,0,0.0,0,0.0,-24,-0.8
"US000","1","332119","18","0","2026","1","",1,236,238,235,9686281,0,0,3153,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-87,-26.9,-84,-26.1,-85,-26.6,-3597173,-27.1,0,0.0,0,0.0,-24,-0.8
"US000","1","3329","16","0","2026","1","",3,3090,2982,2971,68773566,0,0,1755,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-25.0,-802,-20.6,-892,-23.0,-878,-22.8,-12576781,-15.5,0,0.0,0,0.0,139,8.6
"US000","1","33299","17","0","2026","1","",3,3090,2982,2971,68773566,0,0,1755,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-25.0,-802,-20.6,-892,-23.0,-878,-22.8,-12576781,-15.5,0,0.0,0,0.0,139,8.6
"US000","1","332993","18","0","2026","1","",1,1491,1477,1477,29864239,0,0,1550,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-146,-8.9,-168,-10.2,-152,-9.3,-1354988,-4.3,0,0.0,0,0.0,83,5.7
"US000","1","332994","18","0","2026","1","",2,1599,1505,1494,38909327,0,0,1953,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-33.3,-656,-29.1,-724,-32.5,-726,-32.7,-11221793,-22.4,0,0.0,0,0.0,227,13.2
"US000","1","336","15","0","2026","1","",14,40045,39660,39534,1366966946,0,0,2646,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-2085,-4.9,-2504,-5.9,-2419,-5.8,240652607,21.4,0,0.0,0,0.0,587,28.5
"US000","1","3364","16","0","2026","1","",1,2204,2119,2065,45151926,0,0,1631,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-473,-17.7,-558,-20.8,-588,-22.2,-20596075,-31.3,0,0.0,0,0.0,-264,-13.9
"US000","1","33641","17","0","2026","1","",1,2204,2119,2065,45151926,0,0,1631,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-473,-17.7,-558,-20.8,-588,-22.2,-20596075,-31.3,0,0.0,0,0.0,-264,-13.9
"US000","1","336411","18","0","2026","1","",1,2204,2119,2065,45151926,0,0,1631,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-473,-17.7,-558,-20.8,-588,-22.2,-20596075,-31.3,0,0.0,0,0.0,-264,-13.9
"US000","1","3366","16","0","2026","1","",13,37841,37541,37469,1321815020,0,0,2703,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-1612,-4.1,-1946,-4.9,-1831,-4.7,261248682,24.6,0,0.0,0,0.0,633,30.6
"US000","1","33661","17","0","2026","1","",13,37841,37541,37469,1321815020,0,0,2703,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-1612,-4.1,-1946,-4.9,-1831,-4.7,261248682,24.6,0,0.0,0,0.0,633,30.6
"US000","1","336611","18","0","2026","1","",13,37841,37541,37469,1321815020,0,0,2703,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-1612,-4.1,-1946,-4.9,-1831,-4.7,261248682,24.6,0,0.0,0,0.0,633,30.6
"US000","1","339","15","0","2026","1","",18,675,678,674,17707726,0,0,2016,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-126,-15.7,-118,-14.8,-120,-15.1,-2626907,-12.9,0,0.0,0,0.0,53,2.7
"US000","1","3399","16","0","2026","1","",18,675,678,674,17707726,0,0,2016,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-126,-15.7,-118,-14.8,-120,-15.1,-2626907,-12.9,0,0.0,0,0.0,53,2.7
"US000","1","33991","17","0","2026","1","",18,675,678,674,17707726,0,0,2016,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-126,-15.7,-118,-14.8,-120,-15.1,-2626907,-12.9,0,0.0,0,0.0,53,2.7
"US000","1","339910","18","0","2026","1","",18,675,678,674,17707726,0,0,2016,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-126,-15.7,-118,-14.8,-120,-15.1,-2626907,-12.9,0,0.0,0,0.0,53,2.7
"US000","1","44-45","14","0","2026","1","",713,36321,36280,36234,407706240,0,0,864,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-3488,-8.8,-3593,-9.0,-3249,-8.2,1317613,0.3,0,0.0,0,0.0,77,9.8
"US000","1","441","15","0","2026","1","",39,123,128,127,1254996,0,0,766,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",1,2.6,-10,-7.5,1,0.8,-3,-2.3,72642,6.1,0,0.0,0,0.0,66,9.4
"US000","1","4413","16","0","2026","1","",39,123,128,127,1254996,0,0,766,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",1,2.6,-10,-7.5,1,0.8,-3,-2.3,72642,6.1,0,0.0,0,0.0,66,9.4
"US000","1","44133","17","0","2026","1","",39,123,128,127,1254996,0,0,766,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",1,2.6,-10,-7.5,1,0.8,-3,-2.3,72642,6.1,0,0.0,0,0.0,66,9.4
"US000","1","441330","18","0","2026","1","",39,123,128,127,1254996,0,0,766,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",1,2.6,-10,-7.5,1,0.8,-3,-2.3,72642,6.1,0,0.0,0,0.0,66,9.4
"US000","1","444","15","0","2026","1","",1,32,32,34,411157,0,0,968,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-4,-11.1,-4,-11.1,-2,-5.6,42450,11.5,0,0.0,0,0.0,180,22.8
"US000","1","4442","16","0","2026","1","",1,32,32,34,411157,0,0,968,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-4,-11.1,-4,-11.1,-2,-5.6,42450,11.5,0,0.0,0,0.0,180,22.8
"US000","1","44424","17","0","2026","1","",1,32,32,34,411157,0,0,968,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-4,-11.1,-4,-11.1,-2,-5.6,42450,11.5,0,0.0,0,0.0,180,22.8
"US000","1","444240","18","0","2026","1","",1,32,32,34,411157,0,0,968,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-4,-11.1,-4,-11.1,-2,-5.6,42450,11.5,0,0.0,0,0.0,180,22.8
"US000","1","445","15","0","2026","1","",204,9079,9043,9094,147126389,0,0,1248,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",1,0.5,-1108,-10.9,-1227,-11.9,-1059,-10.4,5993452,4.2,0,0.0,0,0.0,184,17.3
"US000","1","4451","16","0","2026","1","",204,9079,9043,9094,147126389,0,0,1248,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",1,0.5,-1108,-10.9,-1227,-11.9,-1059,-10.4,5993452,4.2,0,0.0,0,0.0,184,17.3
"US000","1","44511","17","0","2026","1","",176,8534,8498,8555,142112758,0,0,1282,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",2,1.1,-1051,-11.0,-1167,-12.1,-1000,-10.5,6275690,4.6,0,0.0,0,0.0,194,17.8
"US000","1","445110","18","0","2026","1","",176,8534,8498,8555,142112758,0,0,1282,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",2,1.1,-1051,-11.0,-1167,-12.1,-1000,-10.5,6275690,4.6,0,0.0,0,0.0,194,17.8
"US000","1","44513","17","0","2026","1","",28,545,545,539,5013631,0,0,710,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-3.4,-57,-9.5,-60,-9.9,-59,-9.9,-282238,-5.3,0,0.0,0,0.0,33,4.9
"US000","1","445131","18","0","2026","1","",27,542,542,536,4992913,0,0,711,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-3.6,-57,-9.5,-61,-10.1,-59,-9.9,-281325,-5.3,0,0.0,0,0.0,34,5.0
"US000","1","445132","18","0","2026","1","",1,3,3,3,20718,0,0,531,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,0,0.0,1,50.0,0,0.0,-913,-4.2,0,0.0,0,0.0,-93,-14.9
"US000","1","449","15","0","2026","1","",63,587,581,584,5595710,0,0,737,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-1110,-65.4,-1114,-65.7,-1117,-65.7,-1902834,-25.4,0,0.0,0,0.0,397,116.8
"US000","1","4491","16","0","2026","1","",56,192,185,188,1735110,0,0,709,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-12,-5.9,-14,-7.0,-12,-6.0,106631,6.5,0,0.0,0,0.0,86,13.8
"US000","1","44911","17","0","2026","1","",1,19,19,19,154853,0,0,627,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-3,-13.6,-3,-13.6,-3,-13.6,-27197,-14.9,0,0.0,0,0.0,-10,-1.6
"US000","1","449110","18","0","2026","1","",1,19,19,19,154853,0,0,627,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-3,-13.6,-3,-13.6,-3,-13.6,-27197,-14.9,0,0.0,0,0.0,-10,-1.6
"US000","1","44912","17","0","2026","1","",55,173,166,169,1580257,0,0,718,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-9,-4.9,-11,-6.2,-9,-5.1,133828,9.3,0,0.0,0,0.0,96,15.4
"US000","1","449129","18","0","2026","1","",55,173,166,169,1580257,0,0,718,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-9,-4.9,-11,-6.2,-9,-5.1,133828,9.3,0,0.0,0,0.0,96,15.4
