"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"US000","1","1029","13","0","2025","A","",3,15,917401,0,0,1189,61847,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",1,50.0,12,400.0,585983,176.8,0,0.0,0,0.0,-1201,-50.3,-62435,-50.2
"US000","1","11","14","0","2025","A","",74,3518,364484686,0,0,1992,103593,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-1.3,-458,-11.5,-14931218,-3.9,0,0.0,0,0.0,157,8.6,8176,8.6
"US000","1","111","15","0","2025","A","",1,2,453602,0,0,3610,187697,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-50.0,-1,-33.3,-99450,-18.0,0,0.0,0,0.0,251,7.5,13049,7.5
"US000","1","1111","16","0","2025","A","",1,2,453602,0,0,3610,187697,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-50.0,-1,-33.3,-99450,-18.0,0,0.0,0,0.0,251,7.5,13049,7.5
"US000","1","11111","17","0","2025","A","",1,2,453602,0,0,3610,187697,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-50.0,-1,-33.3,-99450,-18.0,0,0.0,0,0.0,251,7.5,13049,7.5
"US000","1","111110","18","0","2025","A","",1,2,453602,0,0,3610,187697,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-50.0,-1,-33.3,-99450,-18.0,0,0.0,0,0.0,251,7.5,13049,7.5
"US000","1","112","15","0","2025","A","",2,17,1461910,0,0,1638,85160,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-2,-10.5,-73134,-4.8,0,0.0,0,0.0,91,5.9,4721,5.9
"US000","1","1125","16","0","2025","A","",2,17,1461910,0,0,1638,85160,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-2,-10.5,-73134,-4.8,0,0.0,0,0.0,91,5.9,4721,5.9
"US000","1","11251","17","0","2025","A","",2,17,1461910,0,0,1638,85160,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-2,-10.5,-73134,-4.8,0,0.0,0,0.0,91,5.9,4721,5.9
"US000","1","112511","18","0","2025","A","",2,17,1461910,0,0,1638,85160,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-2,-10.5,-73134,-4.8,0,0.0,0,0.0,91,5.9,4721,5.9
"US000","1","113","15","0","2025","A","",70,3493,362306954,0,0,1995,103724,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-455,-11.5,-14788431,-3.9,0,0.0,0,0.0,158,8.6,8206,8.6
"US000","1","1131","16","0","2025","A","",70,3493,362306954,0,0,1995,103724,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-455,-11.5,-14788431,-3.9,0,0.0,0,0.0,158,8.6,8206,8.6
"US000","1","11311","17","0","2025","A","",70,3493,362306954,0,0,1995,103724,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-455,-11.5,-14788431,-3.9,0,0.0,0,0.0,158,8.6,8206,8.6
"US000","1","113110","18","0","2025","A","",70,3493,362306954,0,0,1995,103724,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-455,-11.5,-14788431,-3.9,0,0.0,0,0.0,158,8.6,8206,8.6
"US000","1","114","15","0","2025","A","",1,6,262220,0,0,864,44952,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,0,0.0,29797,12.8,0,0.0,0,0.0,149,20.8,7764,20.9
"US000","1","1142","16","0","2025","A","",1,6,262220,0,0,864,44952,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,0,0.0,29797,12.8,0,0.0,0,0.0,149,20.8,7764,20.9
"US000","1","11421","17","0","2025","A","",1,6,262220,0,0,864,44952,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,0,0.0,29797,12.8,0,0.0,0,0.0,149,20.8,7764,20.9
"US000","1","114210","18","0","2025","A","",1,6,262220,0,0,864,44952,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,0,0.0,29797,12.8,0,0.0,0,0.0,149,20.8,7764,20.9
"US000","1","22","14","0","2025","A","",203,9644,1568533872,0,0,3128,162652,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-4,-1.9,-100,-1.0,23940642,1.5,0,0.0,0,0.0,80,2.6,4133,2.6
"US000","1","221","15","0","2025","A","",203,9644,1568533872,0,0,3128,162652,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-4,-1.9,-100,-1.0,23940642,1.5,0,0.0,0,0.0,80,2.6,4133,2.6
"US000","1","2211","16","0","2025","A","",198,8947,1483743092,0,0,3189,165832,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-4,-2.0,-30,-0.3,26396267,1.8,0,0.0,0,0.0,67,2.1,3485,2.1
"US000","1","22111","17","0","2025","A","",84,5962,1008028930,0,0,3251,169069,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",2,2.4,-65,-1.1,2247659,0.2,0,0.0,0,0.0,42,1.3,2194,1.3
"US000","1","221111","18","0","2025","A","",71,1742,255375856,0,0,2819,146564,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",3,4.4,3,0.2,2679381,1.1,0,0.0,0,0.0,24,0.9,1225,0.8
"US000","1","221112","18","0","2025","A","",10,984,170509713,0,0,3331,173209,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-9.1,1,0.1,7380163,4.5,0,0.0,0,0.0,139,4.4,7244,4.4
"US000","1","221113","18","0","2025","A","",3,3235,582143361,0,0,3460,179928,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-25.0,-71,-2.1,-7811885,-1.3,0,0.0,0,0.0,28,0.8,1456,0.8
"US000","1","22112","17","0","2025","A","",114,2985,475714162,0,0,3065,159368,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-6,-5.0,35,1.2,24148608,5.3,0,0.0,0,0.0,121,4.1,6273,4.1
"US000","1","221121","18","0","2025","A","",83,2332,365330362,0,0,3012,156648,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-4,-4.6,37,1.6,18189983,5.2,0,0.0,0,0.0,103,3.5,5405,3.6
"US000","1","221122","18","0","2025","A","",32,653,110383800,0,0,3252,169084,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-3.0,-1,-0.2,5958625,5.7,0,0.0,0,0.0,183,6.0,9494,5.9
"US000","1","2213","16","0","2025","A","",5,696,84790780,0,0,2342,121782,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-71,-9.3,-2455625,-2.8,0,0.0,0,0.0,155,7.1,8057,7.1
"US000","1","22131","17","0","2025","A","",5,696,84790780,0,0,2342,121782,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-71,-9.3,-2455625,-2.8,0,0.0,0,0.0,155,7.1,8057,7.1
"US000","1","221310","18","0","2025","A","",5,696,84790780,0,0,2342,121782,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-71,-9.3,-2455625,-2.8,0,0.0,0,0.0,155,7.1,8057,7.1
"US000","1","23","14","0","2025","A","",4,26,4323011,0,0,3239,168429,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-1,-3.7,-11711,-0.3,0,0.0,0,0.0,132,4.2,6887,4.3
"US000","1","237","15","0","2025","A","",4,26,4323011,0,0,3239,168429,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-1,-3.7,-11711,-0.3,0,0.0,0,0.0,132,4.2,6887,4.3
"US000","1","2371","16","0","2025","A","",4,26,4323011,0,0,3239,168429,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-1,-3.7,-11711,-0.3,0,0.0,0,0.0,132,4.2,6887,4.3
"US000","1","23713","17","0","2025","A","",4,26,4323011,0,0,3239,168429,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-1,-3.7,-11711,-0.3,0,0.0,0,0.0,132,4.2,6887,4.3
"US000","1","237130","18","0","2025","A","",4,26,4323011,0,0,3239,168429,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-1,-3.7,-11711,-0.3,0,0.0,0,0.0,132,4.2,6887,4.3
"US000","1","31-33","14","0","2025","A","",86,48720,5057230351,0,0,1996,103802,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",3,3.6,-684,-1.4,16903162,0.3,0,0.0,0,0.0,34,1.7,1780,1.7
"US000","1","323","15","0","2025","A","",50,2691,353208499,0,0,2524,131239,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",3,6.4,-35,-1.3,4795994,1.4,0,0.0,0,0.0,66,2.7,3436,2.7
"US000","1","3231","16","0","2025","A","",50,2691,353208499,0,0,2524,131239,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",3,6.4,-35,-1.3,4795994,1.4,0,0.0,0,0.0,66,2.7,3436,2.7
"US000","1","32311","17","0","2025","A","",50,2691,353208499,0,0,2524,131239,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",3,6.4,-35,-1.3,4795994,1.4,0,0.0,0,0.0,66,2.7,3436,2.7
"US000","1","323111","18","0","2025","A","",25,1122,157108030,0,0,2694,140067,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",3,13.6,-44,-3.8,-484051,-0.3,0,0.0,0,0.0,94,3.6,4892,3.6
"US000","1","323117","18","0","2025","A","",25,1570,196100469,0,0,2403,124931,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,10,0.6,5280045,2.8,0,0.0,0,0.0,51,2.2,2636,2.2
"US000","1","332","15","0","2025","A","",5,3934,365039420,0,0,1785,92797,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-237,-5.7,-20255306,-5.3,0,0.0,0,0.0,9,0.5,424,0.5
"US000","1","3321","16","0","2025","A","",1,307,47268665,0,0,2964,154137,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-30,-8.9,-3195982,-6.3,0,0.0,0,0.0,88,3.1,4575,3.1
"US000","1","33211","17","0","2025","A","",1,307,47268665,0,0,2964,154137,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-30,-8.9,-3195982,-6.3,0,0.0,0,0.0,88,3.1,4575,3.1
"US000","1","332119","18","0","2025","A","",1,307,47268665,0,0,2964,154137,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-30,-8.9,-3195982,-6.3,0,0.0,0,0.0,88,3.1,4575,3.1
"US000","1","3329","16","0","2025","A","",4,3627,317770755,0,0,1685,87611,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-207,-5.4,-17059324,-5.1,0,0.0,0,0.0,5,0.3,272,0.3
"US000","1","33299","17","0","2025","A","",4,3627,317770755,0,0,1685,87611,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-207,-5.4,-17059324,-5.1,0,0.0,0,0.0,5,0.3,272,0.3
"US000","1","332993","18","0","2025","A","",1,1572,127419201,0,0,1559,81077,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-17,-1.1,2489298,2.0,0,0.0,0,0.0,47,3.1,2459,3.1
"US000","1","332994","18","0","2025","A","",3,2056,190351554,0,0,1781,92606,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-189,-8.4,-19548622,-9.3,0,0.0,0,0.0,-17,-0.9,-908,-1.0
"US000","1","336","15","0","2025","A","",14,41323,4263608018,0,0,1984,103177,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-359,-0.9,35661850,0.8,0,0.0,0,0.0,33,1.7,1743,1.7
"US000","1","3364","16","0","2025","A","",1,2479,238928632,0,0,1854,96397,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-147,-5.6,22491798,10.4,0,0.0,0,0.0,269,17.0,13992,17.0
"US000","1","33641","17","0","2025","A","",1,2479,238928632,0,0,1854,96397,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-147,-5.6,22491798,10.4,0,0.0,0,0.0,269,17.0,13992,17.0
"US000","1","336411","18","0","2025","A","",1,2479,238928632,0,0,1854,96397,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-147,-5.6,22491798,10.4,0,0.0,0,0.0,269,17.0,13992,17.0
"US000","1","3366","16","0","2025","A","",13,38845,4024679386,0,0,1992,103610,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-210,-0.5,13170052,0.3,0,0.0,0,0.0,17,0.9,896,0.9
"US000","1","33661","17","0","2025","A","",13,38845,4024679386,0,0,1992,103610,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-210,-0.5,13170052,0.3,0,0.0,0,0.0,17,0.9,896,0.9
"US000","1","336611","18","0","2025","A","",13,38845,4024679386,0,0,1992,103610,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-210,-0.5,13170052,0.3,0,0.0,0,0.0,17,0.9,896,0.9
"US000","1","339","15","0","2025","A","",18,772,75374414,0,0,1878,97677,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",1,5.9,-54,-6.5,-3299376,-4.2,0,0.0,0,0.0,45,2.5,2373,2.5
"US000","1","3399","16","0","2025","A","",18,772,75374414,0,0,1878,97677,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",1,5.9,-54,-6.5,-3299376,-4.2,0,0.0,0,0.0,45,2.5,2373,2.5
"US000","1","33991","17","0","2025","A","",18,772,75374414,0,0,1878,97677,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",1,5.9,-54,-6.5,-3299376,-4.2,0,0.0,0,0.0,45,2.5,2373,2.5
"US000","1","339910","18","0","2025","A","",18,772,75374414,0,0,1878,97677,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",1,5.9,-54,-6.5,-3299376,-4.2,0,0.0,0,0.0,45,2.5,2373,2.5
"US000","1","44-45","14","0","2025","A","",710,39083,1611041085,0,0,793,41221,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-4,-0.6,-821,-2.1,29694688,1.9,0,0.0,0,0.0,31,4.1,1592,4.0
"US000","1","441","15","0","2025","A","",39,124,5062228,0,0,784,40742,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",1,2.6,-6,-4.6,-3006,-0.1,0,0.0,0,0.0,36,4.8,1829,4.7
"US000","1","4413","16","0","2025","A","",39,124,5062228,0,0,784,40742,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",1,2.6,-6,-4.6,-3006,-0.1,0,0.0,0,0.0,36,4.8,1829,4.7
"US000","1","44133","17","0","2025","A","",39,124,5062228,0,0,784,40742,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",1,2.6,-6,-4.6,-3006,-0.1,0,0.0,0,0.0,36,4.8,1829,4.7
"US000","1","441330","18","0","2025","A","",39,124,5062228,0,0,784,40742,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",1,2.6,-6,-4.6,-3006,-0.1,0,0.0,0,0.0,36,4.8,1829,4.7
"US000","1","444","15","0","2025","A","",1,35,1753462,0,0,959,49861,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-15,-30.0,-304817,-14.8,0,0.0,0,0.0,165,20.8,8558,20.7
"US000","1","4442","16","0","2025","A","",1,35,1753462,0,0,959,49861,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-15,-30.0,-304817,-14.8,0,0.0,0,0.0,165,20.8,8558,20.7
"US000","1","44424","17","0","2025","A","",1,35,1753462,0,0,959,49861,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-15,-30.0,-304817,-14.8,0,0.0,0,0.0,165,20.8,8558,20.7
"US000","1","444240","18","0","2025","A","",1,35,1753462,0,0,959,49861,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-15,-30.0,-304817,-14.8,0,0.0,0,0.0,165,20.8,8558,20.7
"US000","1","445","15","0","2025","A","",203,9696,514828029,0,0,1021,53099,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-0.5,-379,-3.8,-6723412,-1.3,0,0.0,0,0.0,25,2.5,1331,2.6
"US000","1","4451","16","0","2025","A","",203,9696,514828029,0,0,1021,53099,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-0.5,-379,-3.8,-6723412,-1.3,0,0.0,0,0.0,25,2.5,1331,2.6
"US000","1","44511","17","0","2025","A","",174,9103,491735040,0,0,1039,54017,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-370,-3.9,-7852400,-1.6,0,0.0,0,0.0,25,2.5,1281,2.4
"US000","1","445110","18","0","2025","A","",174,9103,491735040,0,0,1039,54017,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-370,-3.9,-7852400,-1.6,0,0.0,0,0.0,25,2.5,1281,2.4
"US000","1","44513","17","0","2025","A","",28,592,23092989,0,0,750,38992,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-2,-6.7,-9,-1.5,1128988,5.1,0,0.0,0,0.0,48,6.8,2466,6.8
"US000","1","445131","18","0","2025","A","",28,590,23014963,0,0,750,39014,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-8,-1.3,1153824,5.3,0,0.0,0,0.0,47,6.7,2482,6.8
"US000","1","445132","18","0","2025","A","",1,2,78026,0,0,643,33440,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-50.0,-1,-33.3,-24836,-24.1,0,0.0,0,0.0,-35,-5.2,-1827,-5.2
"US000","1","449","15","0","2025","A","",64,1704,31246914,0,0,353,18333,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",2,3.2,24,1.4,1506201,5.1,0,0.0,0,0.0,13,3.8,630,3.6
"US000","1","4491","16","0","2025","A","",56,195,7106449,0,0,699,36366,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",1,1.8,-4,-2.0,100769,1.4,0,0.0,0,0.0,22,3.2,1162,3.3
"US000","1","44911","17","0","2025","A","",1,22,745984,0,0,655,34037,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,0,0.0,-80633,-9.8,0,0.0,0,0.0,-54,-7.6,-2838,-7.7
"US000","1","449110","18","0","2025","A","",1,22,745984,0,0,655,34037,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,0,0.0,-80633,-9.8,0,0.0,0,0.0,-54,-7.6,-2838,-7.7
"US000","1","44912","17","0","2025","A","",56,174,6360465,0,0,705,36660,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",2,3.7,-3,-1.7,181402,2.9,0,0.0,0,0.0,32,4.8,1668,4.8
"US000","1","449129","18","0","2025","A","",56,174,6360465,0,0,705,36660,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",2,3.7,-3,-1.7,181402,2.9,0,0.0,0,0.0,32,4.8,1668,4.8
"US000","1","4492","16","0","2025","A","",7,1509,24140465,0,0,308,15998,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,28,1.9,1405432,6.2,0,0.0,0,0.0,13,4.4,647,4.2
"US000","1","44921","17","0","2025","A","",7,1509,24140465,0,0,308,15998,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,28,1.9,1405432,6.2,0,0.0,0,0.0,13,4.4,647,4.2
"US000","1","449210","18","0","2025","A","",7,1509,24140465,0,0,308,15998,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,28,1.9,1405432,6.2,0,0.0,0,0.0,13,4.4,647,4.2
"US000","1","455","15","0","2025","A","",284,25066,981827038,0,0,753,39170,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-6,-2.1,-366,-1.4,34967274,3.7,0,0.0,0,0.0,37,5.2,1939,5.2
"US000","1","4551","16","0","2025","A","",212,16470,643460361,0,0,751,39067,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-2,-0.9,-241,-1.4,19273622,3.1,0,0.0,0,0.0,33,4.6,1716,4.6
"US000","1","45511","17","0","2025","A","",212,16470,643460361,0,0,751,39067,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-2,-0.9,-241,-1.4,19273622,3.1,0,0.0,0,0.0,33,4.6,1716,4.6
"US000","1","455110","18","0","2025","A","",212,16470,643460361,0,0,751,39067,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-2,-0.9,-241,-1.4,19273622,3.1,0,0.0,0,0.0,33,4.6,1716,4.6
"US000","1","4552","16","0","2025","A","",72,8595,338366677,0,0,757,39367,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-4,-5.3,-126,-1.4,15693652,4.9,0,0.0,0,0.0,45,6.3,2367,6.4
"US000","1","45521","17","0","2025","A","",72,8595,338366677,0,0,757,39367,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-4,-5.3,-126,-1.4,15693652,4.9,0,0.0,0,0.0,45,6.3,2367,6.4
"US000","1","455211","18","0","2025","A","",28,5108,262125109,0,0,987,51312,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-1,-3.4,-16,-0.3,16305414,6.6,0,0.0,0,0.0,64,6.9,3340,7.0
"US000","1","455219","18","0","2025","A","",44,3487,76241568,0,0,421,21867,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",-2,-4.3,-110,-3.1,-611762,-0.8,0,0.0,0,0.0,10,2.4,499,2.3
"US000","1","457","15","0","2025","A","",51,1234,54256251,0,0,846,43968,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-84,-6.4,-99287,-0.2,0,0.0,0,0.0,53,6.7,2722,6.6
"US000","1","4571","16","0","2025","A","",51,1234,54256251,0,0,846,43968,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",0,0.0,-84,-6.4,-99287,-0.2,0,0.0,0,0.0,53,6.7,2722,6.6
